1,1.0,1,0.0
1,1.5,2,1.0
1,1.3333334,2,0.5
1,1.5,2,1.0
1,1.4,2,0.6666667
1,1.8333334,3,2.0
1,1.4285715,2,0.75
1,1.375,2,0.6
1,1.5555556,3,0.8
1,1.1,2,0.11111111
1,1.4545455,2,0.8333333
1,1.5833334,3,1.0
1,1.3076923,2,0.44444445
1,1.3571428,2,0.5555556
1,1.2666667,2,0.36363637
1,1.125,2,0.14285715
1,1.2941177,2,0.41666666
1,1.2222222,2,0.2857143
1,1.3157895,2,0.46153846
1,1.3,2,0.42857143
1,1.2857143,2,0.4
1,1.1818181,2,0.22222222
1,1.2608696,2,0.3529412
1,1.3333334,2,0.5
1,1.32,3,0.3888889
1,1.3076923,2,0.44444445
1,1.3703704,2,0.5882353
1,1.5,3,0.8666667
1,1.3448275,2,0.5263158
1,1.3666667,3,0.5
1,1.2258065,2,0.29166666
1,1.21875,2,0.28
1,1.3030303,2,0.4347826
1,1.2058823,2,0.25925925
1,1.2857143,2,0.4
1,1.2777778,3,0.33333334
1,1.1891892,2,0.23333333
1,1.2894737,3,0.35714287
1,1.3589743,2,0.56
1,1.325,2,0.4814815
1,1.2195122,3,0.24242425
1,1.2619047,2,0.3548387
1,1.3023256,2,0.43333334
1,1.2954545,2,0.41935483
1,1.2222222,2,0.2857143
1,1.2391304,2,0.31428573
1,1.1914893,2,0.23684211
1,1.3125,3,0.4117647
1,1.1632653,2,0.19512194
1,1.3,3,0.3888889
1,1.1960784,2,0.24390244
1,1.1923077,2,0.23809524
1,1.264151,2,0.35897437
1,1.1481482,2,0.17391305
1,1.2363636,3,0.27906978
1,1.2678572,3,0.30232558
1,1.1578947,2,0.1875
1,1.2413793,2,0.3181818
1,1.2033899,3,0.22916667
1,1.2,2,0.25
1,1.2131147,2,0.27083334
1,1.1612903,2,0.1923077
1,1.2857143,3,0.36956522
1,1.21875,2,0.28
1,1.1384616,2,0.16071428
1,1.2575758,2,0.3469388
1,1.1641791,2,0.19642857
1,1.2794118,3,0.36
1,1.231884,2,0.3018868
1,1.2142857,2,0.27272728
1,1.1830986,2,0.22413793
1,1.2222222,2,0.2857143
1,1.2191781,2,0.28070176
1,1.2567568,2,0.34545454
1,1.2,2,0.25
1,1.2236842,3,0.26666668
1,1.1818181,3,0.203125
1,1.2051282,2,0.2580645
1,1.2025317,2,0.25396827
1,1.175,2,0.21212122
1,1.2222222,2,0.2857143
1,1.1707317,2,0.20588236
1,1.2048193,3,0.23880596
1,1.1547619,2,0.18309858
1,1.2352941,2,0.30769232
1,1.1511627,2,0.1780822
1,1.1839081,2,0.22535211
1,1.2045455,2,0.25714287
1,1.1348314,2,0.15584415
1,1.2444445,3,0.3043478
1,1.1538461,2,0.18181819
1,1.2065217,2,0.26027396
1,1.1505376,2,0.17721519
1,1.2021277,2,0.25333333
1,1.1473684,3,0.15853658
1,1.1875,3,0.21518987
1,1.1340206,2,0.15476191
1,1.1632653,2,0.19512194
1,1.1717172,2,0.20731707
1,1.22,2,0.2820513
1,1.1584158,2,0.1882353
1,1.1862745,2,0.22891566
1,1.0970874,2,0.10752688
1,1.1923077,2,0.23809524
1,1.1714286,2,0.20689656
1,1.226415,3,0.27710843
1,1.1775701,2,0.2159091
1,1.175926,2,0.21348314
1,1.1743119,2,0.21111111
1,1.1636363,2,0.19565217
1,1.1981982,3,0.23333333
1,1.1160715,2,0.13131313
1,1.1769911,2,0.21505377
1,1.1842105,2,0.22580644
1,1.1478261,2,0.1734694
1,1.1206896,2,0.13725491
1,1.1709402,2,0.20618556
1,1.1694915,3,0.1919192
1,1.1260505,2,0.14423077
1,1.25,3,0.31868133
1,1.0991735,2,0.110091746
1,1.1885246,2,0.23232323
1,1.1626016,2,0.19417475
1,1.1290323,3,0.13761468
1,1.168,2,0.20192307
1,1.1111112,2,0.125
1,1.1889764,2,0.23300971
1,1.1484375,2,0.17431192
1,1.1240311,2,0.14159292
1,1.1307693,2,0.15044248
1,1.1984733,2,0.24761905
1,1.2045455,2,0.25714287
1,1.1954887,2,0.24299066
1,1.119403,2,0.13559322
1,1.1407408,2,0.1637931
1,1.1397059,2,0.16239317
1,1.1751825,2,0.21238938
1,1.1521739,2,0.17948718
1,1.1582733,2,0.18803419
1,1.0785714,2,0.08527132
1,1.1276596,2,0.14634146
1,1.1338028,2,0.15447155
1,1.1398602,2,0.16260162
1,1.1319444,2,0.152
1,1.1241379,2,0.14173229
