1,1.0,1,0.0
1,1.5,2,0.5
1,1.3333334,2,0.33333334
1,2.0,4,1.0
1,1.6,3,0.6
1,2.8333333,5,1.8333334
1,2.857143,7,1.8571428
1,1.375,2,0.375
1,1.4444444,4,0.44444445
1,2.8,8,1.8
1,2.090909,10,1.0909091
1,2.5833333,7,1.5833334
1,3.0,11,2.0
1,3.357143,11,2.357143
1,3.1333334,12,2.1333334
1,2.5,13,1.5
1,3.764706,14,2.764706
1,1.6666666,7,0.6666667
1,2.5263157,18,1.5263158
1,2.3,8,1.3
1,3.952381,20,2.952381
1,4.1363635,20,3.1363637
1,2.1304348,8,1.1304348
1,3.0416667,21,2.0416667
1,2.68,14,1.68
1,2.7692308,12,1.7692307
1,3.6666667,22,2.6666667
1,3.3214285,19,2.3214285
1,2.862069,12,1.862069
1,3.5,17,2.5
1,2.548387,10,1.548387
1,3.875,16,2.875
1,5.151515,29,4.151515
1,4.4117646,24,3.4117646
1,3.8,25,2.8
1,4.4444447,27,3.4444444
1,4.4594593,33,3.4594595
1,3.8157895,16,2.8157895
1,4.6666665,28,3.6666667
1,4.075,24,3.075
1,3.7804878,24,2.7804878
1,4.095238,38,3.0952382
1,4.0930233,42,3.0930233
1,3.4318182,28,2.4318182
1,3.911111,37,2.911111
1,3.152174,40,2.152174
1,4.4042554,25,3.4042554
1,5.5625,40,4.5625
1,5.4897957,45,4.4897957
1,5.42,41,4.42
1,5.0392156,45,4.0392156
1,4.2884617,36,3.2884614
1,5.0,25,4.0
1,5.0740743,45,4.0740743
1,4.4,25,3.4
1,4.732143,53,3.732143
1,4.631579,31,3.631579
1,5.224138,54,4.224138
1,6.9661016,49,5.9661016
1,2.9333334,20,1.9333333
1,4.655738,33,3.6557376
1,5.951613,54,4.951613
1,4.2063494,29,3.2063491
1,5.21875,61,4.21875
1,5.246154,58,4.246154
1,5.6060605,61,4.6060605
1,2.4328358,13,1.4328358
1,5.352941,66,4.352941
1,5.7246375,48,4.7246375
1,4.1714287,48,3.1714287
1,7.71831,70,6.71831
1,4.0972223,26,3.0972223
1,4.547945,36,3.5479453
1,7.7027025,64,6.7027025
1,4.173333,48,3.1733334
1,6.368421,60,5.368421
1,10.285714,48,9.285714
1,6.1025643,54,5.1025643
1,7.113924,58,6.113924
1,6.35,51,5.35
1,7.567901,67,6.567901
1,5.3292685,72,4.3292685
1,6.1807227,57,5.1807227
1,4.6309524,38,3.6309524
1,7.788235,76,6.788235
1,4.744186,47,3.7441862
1,4.816092,63,3.816092
1,10.193182,71,9.193182
1,4.1348314,85,3.1348314
1,5.477778,60,4.477778
1,5.0,66,4.0
1,9.23913,72,8.23913
1,4.2473116,42,3.2473118
1,6.9574466,86,5.9574466
1,6.326316,55,5.326316
1,8.604167,70,7.6041665
1,9.329897,91,8.329897
1,7.0816326,67,6.0816326
1,5.323232,51,4.323232
1,6.89,96,5.89
1,7.712871,95,6.712871
1,8.823529,101,7.8235292
1,7.8834953,78,6.8834953
1,6.7403846,78,5.7403846
1,4.6857142,65,3.6857142
1,7.8490567,88,6.8490567
1,5.9719625,90,4.9719625
1,5.546296,85,4.546296
1,10.009174,103,9.009174
1,6.427273,83,5.427273
1,6.0540543,80,5.0540543
1,4.901786,52,3.9017856
1,8.336283,112,7.336283
1,5.2807016,107,4.2807016
1,9.991304,110,8.991304
1,6.3103447,88,5.3103447
1,6.581197,70,5.581197
1,5.059322,43,4.059322
1,5.0336137,54,4.0336137
1,8.241667,107,7.241667
1,8.818182,113,7.818182
1,7.622951,102,6.622951
1,6.9674797,105,5.9674797
1,7.370968,89,6.370968
1,8.488,112,7.488
1,6.285714,68,5.285714
1,6.4724407,82,5.4724407
1,9.703125,113,8.703125
1,5.4418607,111,4.4418607
1,5.6,72,4.6
1,9.305344,101,8.305344
1,6.4848485,124,5.4848485
1,10.601503,115,9.601503
1,5.619403,83,4.619403
1,9.259259,105,8.259259
1,7.522059,103,6.522059
1,6.591241,107,5.591241
1,9.007246,137,8.007246
1,6.3956833,98,5.3956833
1,6.142857,132,5.142857
1,7.5248227,106,6.5248227
1,7.9577465,123,6.9577465
1,8.657343,132,7.6573424
1,9.458333,120,8.458333
1,9.413794,121,8.413794
1,9.0,110,8.0
1,10.299319,141,9.299319
1,11.459459,125,10.459459
1,7.9597316,85,6.9597316
1,7.88,115,6.88
1,6.271523,110,5.271523
1,11.776316,139,10.776316
1,8.6732025,104,7.6732025
1,11.928572,127,10.928572
1,6.3290324,120,5.3290324
1,8.814102,124,7.8141026
1,8.22293,120,7.22293
1,10.772152,141,9.772152
1,7.264151,149,6.264151
1,6.175,95,5.175
1,7.447205,124,6.447205
1,11.111111,146,10.111111
1,9.282208,132,8.282208
